#          |P|               []
   3.41910932e-03   6.44400000e-01
   3.67478535e-03   6.44497000e-01
   4.65697168e-03   6.44306000e-01
   3.46980042e-03   6.44327000e-01
   3.75491733e-03   6.44318000e-01
   3.91567446e-03   6.44335000e-01
   3.64584093e-03   6.44361000e-01
   4.52762540e-03   6.44340000e-01
   3.62367326e-03   6.44368000e-01
   4.28609757e-03   6.44375000e-01
   5.95022627e-03   6.44275000e-01
   5.82900634e-03   6.44351000e-01
   5.03620008e-03   6.44305000e-01
   7.04421025e-03   6.44223000e-01
   6.31712587e-03   6.44149000e-01
   4.29932388e-03   6.44352000e-01
   5.40232366e-03   6.44286000e-01
   5.89311203e-03   6.44149000e-01
   4.26632488e-03   6.44377000e-01
   3.74943898e-03   6.44300000e-01
   4.42138247e-03   6.44451000e-01
   5.10420666e-03   6.44378000e-01
   5.25600873e-03   6.44363000e-01
   4.05073842e-03   6.44249000e-01
   4.64385401e-03   6.44315000e-01
   4.31556772e-03   6.44375000e-01
   4.10305986e-03   6.44318000e-01
   5.49891287e-03   6.44213000e-01
   4.46249543e-03   6.44250000e-01
   4.25827453e-03   6.44308000e-01
   4.03255718e-03   6.44326000e-01
   4.67667981e-03   6.44369000e-01
   4.61832186e-03   6.44409000e-01
   4.89277744e-03   6.44273000e-01
   5.19690545e-03   6.44253000e-01
   5.52865368e-03   6.44271000e-01
   5.54416538e-03   6.44369000e-01
   3.69796594e-03   6.44464000e-01
   6.43524006e-03   6.44348000e-01
   6.13421922e-03   6.44420000e-01
   6.07019528e-03   6.44177000e-01
   6.15462496e-03   6.44383000e-01
   4.53429228e-03   6.44230000e-01
   2.72170375e-03   6.44375000e-01
   3.98013517e-03   6.44258000e-01
   6.29969602e-03   6.44397000e-01
   5.00953174e-03   6.44239000e-01
   4.73254952e-03   6.44317000e-01
   6.47137891e-03   6.44289000e-01
   3.74619957e-03   6.44363000e-01
   6.11794873e-03   6.44272000e-01
   4.73453781e-03   6.44194000e-01
   4.00417186e-03   6.44386000e-01
   3.65795258e-03   6.44227000e-01
   6.92460844e-03   6.44217000e-01
   5.90156927e-03   6.44294000e-01
   5.85012695e-03   6.44344000e-01
   2.42771367e-03   6.44259000e-01
   3.60133767e-03   6.44329000e-01
   5.67739125e-03   6.44402000e-01
   5.51909500e-03   6.44355000e-01
   5.73478759e-03   6.44365000e-01
   3.59788123e-03   6.44395000e-01
   4.58055445e-03   6.44323000e-01
   5.06154184e-03   6.44331000e-01
   4.40161029e-03   6.44433000e-01
   6.71934112e-03   6.44364000e-01
   2.59261512e-03   6.44379000e-01
   6.68314296e-03   6.44493000e-01
   6.00616144e-03   6.44302000e-01
   3.90195119e-03   6.44290000e-01
   2.45336741e-03   6.44283000e-01
   4.89053344e-03   6.44178000e-01
   5.15777010e-03   6.44441000e-01
   4.44629344e-03   6.44315000e-01
   4.44849530e-03   6.44311000e-01
   4.58280668e-03   6.44336000e-01
   3.16801316e-03   6.44264000e-01
   4.31325588e-03   6.44220000e-01
   4.51544447e-03   6.44457000e-01
   2.70589665e-03   6.44368000e-01
   4.20046319e-03   6.44329000e-01
   5.11195875e-03   6.44249000e-01
   5.23068717e-03   6.44256000e-01
   6.64225668e-03   6.44411000e-01
   5.13634837e-03   6.44408000e-01
   4.77890699e-03   6.44324000e-01
   5.36019655e-03   6.44249000e-01
   3.55173539e-03   6.44187000e-01
   4.52571381e-03   6.44360000e-01
   4.72117007e-03   6.44220000e-01
   5.91259450e-03   6.44331000e-01
   3.75420097e-03   6.44383000e-01
   5.24394717e-03   6.44282000e-01
   3.84660474e-03   6.44428000e-01
   4.55255730e-03   6.44258000e-01
   6.01655674e-03   6.44494000e-01
   4.50088707e-03   6.44184000e-01
   4.72638505e-03   6.44370000e-01
   6.16377867e-03   6.44281000e-01
   4.12116414e-03   6.44286000e-01
   3.59690332e-03   6.44380000e-01
   3.78960807e-03   6.44170000e-01
   5.28171908e-03   6.44382000e-01
   6.05386437e-03   6.44373000e-01
   4.97342482e-03   6.44391000e-01
   5.32261700e-03   6.44302000e-01
   2.99990695e-03   6.44131000e-01
   4.48148877e-03   6.44414000e-01
   6.14220128e-03   6.44373000e-01
   4.10997235e-03   6.44413000e-01
   3.63020518e-03   6.44239000e-01
   3.97238077e-03   6.44343000e-01
   2.83264980e-03   6.44334000e-01
   4.09602500e-03   6.44400000e-01
   4.13580784e-03   6.44377000e-01
   4.54678046e-03   6.44187000e-01
   4.29575166e-03   6.44378000e-01
   4.07262920e-03   6.44260000e-01
   3.74809110e-03   6.44195000e-01
   5.48724220e-03   6.44286000e-01
   4.54084763e-03   6.44311000e-01
   3.52418320e-03   6.44429000e-01
   5.12333576e-03   6.44395000e-01
   5.61892778e-03   6.44357000e-01
   5.19958977e-03   6.44363000e-01
   4.40402320e-03   6.44409000e-01
   6.11489468e-03   6.44297000e-01
   4.68888889e-03   6.44323000e-01
   6.11149147e-03   6.44275000e-01
   4.29940461e-03   6.44332000e-01
   3.67142010e-03   6.44184000e-01
   4.09745122e-03   6.44342000e-01
   5.01110297e-03   6.44365000e-01
   4.81103963e-03   6.44367000e-01
   5.42088917e-03   6.44288000e-01
   3.71177639e-03   6.44393000e-01
   5.60749757e-03   6.44237000e-01
   3.64648133e-03   6.44224000e-01
   4.64118882e-03   6.44191000e-01
   2.88287358e-03   6.44228000e-01
   5.04112800e-03   6.44180000e-01
   4.96851458e-03   6.44285000e-01
   4.53054554e-03   6.44386000e-01
   5.50090464e-03   6.44366000e-01
   5.85915448e-03   6.44349000e-01
   4.28701485e-03   6.44211000e-01
   5.67849170e-03   6.44184000e-01
   3.23182864e-03   6.44301000e-01
   4.47145284e-03   6.44403000e-01
   2.78616565e-03   6.44398000e-01
   4.90797137e-03   6.44314000e-01
   5.38618573e-03   6.44428000e-01
   6.09239694e-03   6.44404000e-01
   5.31857419e-03   6.44369000e-01
   4.12146426e-03   6.44473000e-01
   5.18756423e-03   6.44251000e-01
   4.63262483e-03   6.44384000e-01
   6.19670376e-03   6.44365000e-01
   4.71477508e-03   6.44365000e-01
   4.37670942e-03   6.44303000e-01
   5.92920694e-03   6.44403000e-01
   5.06299190e-03   6.44163000e-01
   4.22262396e-03   6.44307000e-01
   4.97843752e-03   6.44146000e-01
   4.43333379e-03   6.44356000e-01
   5.01164273e-03   6.44122000e-01
   4.76362374e-03   6.44208000e-01
   4.54862327e-03   6.44211000e-01
   6.27167179e-03   6.44373000e-01
   5.06536223e-03   6.44307000e-01
   5.64456951e-03   6.44231000e-01
   4.05355729e-03   6.44241000e-01
   5.08813056e-03   6.44378000e-01
   6.22706053e-03   6.44306000e-01
   3.79673119e-03   6.44324000e-01
   1.33330491e-03   6.44270000e-01
   4.60308943e-03   6.44332000e-01
   2.74338094e-03   6.44286000e-01
   4.66135808e-03   6.44326000e-01
   3.71213025e-03   6.44466000e-01
   4.78321155e-03   6.44297000e-01
   5.22659791e-03   6.44285000e-01
   4.70184184e-03   6.44254000e-01
   4.78556433e-03   6.44421000e-01
   4.81935043e-03   6.44511000e-01
   3.57453840e-03   6.44230000e-01
   5.32840055e-03   6.44286000e-01
   4.79088062e-03   6.44275000e-01
   4.99855270e-03   6.44400000e-01
   3.78305227e-03   6.44363000e-01
   4.38776018e-03   6.44302000e-01
   2.60577864e-03   6.44563000e-01
   4.23893928e-03   6.44409000e-01
   5.62326755e-03   6.44323000e-01
   5.34958248e-03   6.44306000e-01
   5.02279010e-03   6.44276000e-01
   4.46423727e-03   6.44447000e-01
   3.95662593e-03   6.44260000e-01
   6.58028414e-03   6.44262000e-01
   3.97032674e-03   6.44251000e-01
   4.32268202e-03   6.44368000e-01
   3.58658520e-03   6.44274000e-01
   3.69051509e-03   6.44313000e-01
   3.92464542e-03   6.44219000e-01
   3.42068661e-03   6.44272000e-01
   4.58930678e-03   6.44340000e-01
   4.35278445e-03   6.44255000e-01
   3.33226326e-03   6.44370000e-01
   4.39412655e-03   6.44252000e-01
   4.01145850e-03   6.44266000e-01
   3.82267584e-03   6.44283000e-01
   7.38717285e-03   6.44254000e-01
   5.12183246e-03   6.44389000e-01
   4.88864065e-03   6.44327000e-01
   4.77879172e-03   6.44305000e-01
   5.71104807e-03   6.44283000e-01
   4.74169909e-03   6.44384000e-01
   3.09455725e-03   6.44333000e-01
   3.80173668e-03   6.44304000e-01
   4.22255197e-03   6.44316000e-01
   3.17783522e-03   6.44436000e-01
   5.30655564e-03   6.44315000e-01
   3.66760509e-03   6.44355000e-01
   1.97758042e-03   6.44349000e-01
   6.04222635e-03   6.44489000e-01
   4.35961433e-03   6.44382000e-01
   5.88957441e-03   6.44233000e-01
   4.76348260e-03   6.44326000e-01
   6.39624748e-03   6.44218000e-01
   5.32230839e-03   6.44307000e-01
   4.06217141e-03   6.44346000e-01
   5.12652196e-03   6.44399000e-01
   4.49221959e-03   6.44269000e-01
   3.19596185e-03   6.44348000e-01
   4.58514413e-03   6.44391000e-01
   4.67109736e-03   6.44369000e-01
   3.50469337e-03   6.44238000e-01
   4.28449326e-03   6.44399000e-01
   4.66402947e-03   6.44320000e-01
   4.72278386e-03   6.44237000e-01
   5.01241269e-03   6.44237000e-01
   5.40784559e-03   6.44316000e-01
   2.92951906e-03   6.44225000e-01
   3.34433986e-03   6.44413000e-01
   4.85081838e-03   6.44215000e-01
   4.49957975e-03   6.44251000e-01
   2.18921502e-03   6.44245000e-01
   4.40367475e-03   6.44324000e-01
   4.10937728e-03   6.44341000e-01
   4.66370252e-03   6.44197000e-01
   4.91436353e-03   6.44307000e-01
   3.87104668e-03   6.44217000e-01
   6.06715459e-03   6.44433000e-01
   4.38681468e-03   6.44313000e-01
   5.16992382e-03   6.44223000e-01
   4.35617678e-03   6.44336000e-01
   3.91641521e-03   6.44333000e-01
   3.59347322e-03   6.44386000e-01
   5.73590625e-03   6.44263000e-01
   4.27578860e-03   6.44424000e-01
   3.64519730e-03   6.44382000e-01
   4.71391103e-03   6.44234000e-01
   3.99828998e-03   6.44314000e-01
   5.29191528e-03   6.44353000e-01
   3.78549395e-03   6.44111000e-01
   5.46194566e-03   6.44330000e-01
   4.29494696e-03   6.44263000e-01
   4.05736917e-03   6.44407000e-01
   6.07084421e-03   6.44233000e-01
   5.27171230e-03   6.44426000e-01
   6.79483457e-03   6.44321000e-01
   6.01750032e-03   6.44352000e-01
   3.63398503e-03   6.44291000e-01
   5.46010531e-03   6.44376000e-01
   4.33145305e-03   6.44386000e-01
   3.44388801e-03   6.44412000e-01
   5.52786058e-03   6.44305000e-01
   3.94814726e-03   6.44337000e-01
   6.95599830e-03   6.44250000e-01
   4.53032589e-03   6.44285000e-01
   5.09198499e-03   6.44418000e-01
   5.03875248e-03   6.44388000e-01
   4.54770357e-03   6.44470000e-01
   5.79566070e-03   6.44274000e-01
   4.78842982e-03   6.44180000e-01
   4.34183041e-03   6.44230000e-01
   3.60231785e-03   6.44270000e-01
   4.28362297e-03   6.44317000e-01
   4.50059531e-03   6.44247000e-01
   4.86964031e-03   6.44399000e-01
   3.69336324e-03   6.44494000e-01
   4.67440613e-03   6.44274000e-01
   4.48659143e-03   6.44277000e-01
   5.38300055e-03   6.44343000e-01
   6.46085643e-03   6.44468000e-01
   4.72453255e-03   6.44233000e-01
   4.13512305e-03   6.44333000e-01
   5.91040063e-03   6.44293000e-01
   7.17842414e-03   6.44457000e-01
   4.21700225e-03   6.44361000e-01
   5.86104311e-03   6.44417000e-01
   2.83857514e-03   6.44228000e-01
   4.47311845e-04   6.44171000e-01
   1.90876487e-03   6.44320000e-01
   3.99215390e-03   6.44372000e-01
   3.92741552e-03   6.44408000e-01
   4.42376751e-03   6.44322000e-01
   5.95628319e-03   6.44506000e-01
   4.70722669e-03   6.44262000e-01
   4.79087531e-03   6.44509000e-01
   5.40154699e-03   6.44333000e-01
   4.29135052e-03   6.44327000e-01
   2.98855877e-03   6.44328000e-01
   5.27026493e-03   6.44375000e-01
   3.61355738e-03   6.44215000e-01
   2.84042915e-03   6.44450000e-01
   5.96940645e-03   6.44405000e-01
   3.45243866e-03   6.44283000e-01
   1.70874032e-03   6.44388000e-01
   7.82519494e-04   6.44474000e-01
   3.95184158e-03   6.44381000e-01
   4.71029927e-03   6.44233000e-01
   5.18777830e-03   6.44179000e-01
   4.64248872e-03   6.44219000e-01
   6.05039768e-03   6.44379000e-01
   6.66149032e-03   6.44308000e-01
   5.21378794e-03   6.44296000e-01
   2.72180704e-03   6.44352000e-01
   5.27531847e-03   6.44400000e-01
   2.81451047e-03   6.44344000e-01
   3.94961489e-03   6.44267000e-01
   5.44614665e-03   6.44333000e-01
   5.29680152e-03   6.44414000e-01
   3.71241824e-03   6.44392000e-01
   4.75498231e-03   6.44398000e-01
   4.11409910e-03   6.44234000e-01
   4.94332971e-03   6.44264000e-01
   6.27270635e-03   6.44386000e-01
   4.83040152e-03   6.44201000e-01
   4.25432648e-03   6.44386000e-01
   4.69467847e-03   6.44355000e-01
   3.99011260e-03   6.44364000e-01
   5.34987962e-03   6.44276000e-01
   4.56830117e-03   6.44343000e-01
   5.33966770e-03   6.44243000e-01
   5.89119592e-03   6.44319000e-01
   6.29829929e-03   6.44250000e-01
   4.51245297e-03   6.44427000e-01
   4.30205191e-03   6.44352000e-01
   4.21510389e-03   6.44189000e-01
   4.14170273e-03   6.44382000e-01
   5.90828363e-03   6.44312000e-01
   6.11083241e-03   6.44447000e-01
   4.81629615e-03   6.44327000e-01
   5.97409625e-03   6.44410000e-01
   5.47499808e-03   6.44322000e-01
   4.22829413e-03   6.44319000e-01
   2.84089024e-03   6.44223000e-01
   4.04944774e-03   6.44393000e-01
   1.84261126e-03   6.44336000e-01
   4.34537500e-03   6.44341000e-01
   5.65160426e-03   6.44420000e-01
   4.15858221e-03   6.44289000e-01
   5.15106097e-03   6.44346000e-01
   5.17384590e-03   6.44258000e-01
   4.97519586e-03   6.44338000e-01
   5.55619045e-03   6.44397000e-01
   6.00661474e-03   6.44340000e-01
   3.96451030e-03   6.44212000e-01
   5.57748890e-03   6.44234000e-01
   3.87201420e-03   6.44339000e-01
   3.94044410e-03   6.44347000e-01
   3.38323264e-03   6.44266000e-01
   2.46687327e-03   6.44400000e-01
   6.40830557e-03   6.44304000e-01
   5.06423511e-03   6.44268000e-01
   5.06296208e-03   6.44369000e-01
   8.68541795e-04   6.44225000e-01
   5.33371234e-03   6.44337000e-01
   4.50490556e-03   6.44292000e-01
   4.95379908e-03   6.44312000e-01
   2.59042442e-03   6.44364000e-01
   2.40704028e-03   6.44280000e-01
   5.19519826e-03   6.44309000e-01
   4.08158296e-03   6.44280000e-01
   4.48975853e-03   6.44263000e-01
   4.23771165e-03   6.44253000e-01
   4.42391991e-03   6.44391000e-01
   4.15816641e-03   6.44305000e-01
   6.18210817e-03   6.44266000e-01
   4.50258336e-03   6.44317000e-01
   3.84448077e-03   6.44296000e-01
   3.54161039e-03   6.44328000e-01
   4.75858235e-03   6.44440000e-01
   3.64711939e-03   6.44355000e-01
   2.73674819e-03   6.44379000e-01
   2.87886241e-03   6.44342000e-01
   4.80019124e-03   6.44253000e-01
   5.26096422e-03   6.44283000e-01
   4.76665905e-03   6.44442000e-01
   6.12254991e-03   6.44211000e-01
   3.87776194e-03   6.44291000e-01
   5.09207140e-03   6.44184000e-01
   4.96174125e-03   6.44252000e-01
   5.43237788e-03   6.44279000e-01
   5.03862714e-03   6.44340000e-01
   3.82089310e-03   6.44337000e-01
   6.12027995e-03   6.44337000e-01
   5.92893081e-03   6.44252000e-01
   5.60951563e-03   6.44363000e-01
   5.24014600e-03   6.44327000e-01
   4.53332101e-03   6.44278000e-01
   3.47590259e-03   6.44253000e-01
   3.30868669e-03   6.44284000e-01
   5.06065126e-03   6.44344000e-01
   3.61775233e-03   6.44297000e-01
   4.84713986e-03   6.44352000e-01
   3.83781797e-03   6.44515000e-01
   3.55488736e-03   6.44198000e-01
   4.80324252e-03   6.44155000e-01
   4.94994943e-03   6.44246000e-01
   3.57987648e-03   6.44448000e-01
   4.87704930e-03   6.44509000e-01
   5.45644609e-03   6.44335000e-01
   4.58556445e-03   6.44173000e-01
   6.29258482e-03   6.44300000e-01
   4.02290741e-03   6.44294000e-01
   7.44338111e-03   6.44447000e-01
   5.89048762e-03   6.44196000e-01
   6.42253066e-03   6.44322000e-01
   4.78966297e-03   6.44308000e-01
   4.86532054e-03   6.44357000e-01
   5.62507204e-03   6.44351000e-01
   6.78880244e-03   6.44176000e-01
   6.02832953e-03   6.44294000e-01
   4.31334775e-03   6.44207000e-01
   2.81013493e-03   6.44276000e-01
   4.01933849e-03   6.44309000e-01
   4.92237180e-03   6.44336000e-01
   3.67285619e-03   6.44342000e-01
   4.94010767e-03   6.44250000e-01
   5.22590676e-03   6.44256000e-01
   4.49163924e-03   6.44363000e-01
   6.07060113e-03   6.44277000e-01
   5.36114546e-03   6.44231000e-01
   6.00902954e-03   6.44250000e-01
   3.70428001e-03   6.44385000e-01
   4.80717192e-03   6.44392000e-01
   4.92031449e-03   6.44361000e-01
   4.35705525e-03   6.44241000e-01
   6.15701451e-03   6.44331000e-01
   4.61724280e-03   6.44305000e-01
   5.08010004e-03   6.44392000e-01
   4.10390967e-03   6.44267000e-01
   4.03135259e-03   6.44280000e-01
   5.99676376e-03   6.44319000e-01
   6.24312484e-03   6.44317000e-01
   5.79874639e-03   6.44323000e-01
   5.41237014e-03   6.44265000e-01
   5.05130551e-03   6.44409000e-01
   4.28250119e-03   6.44343000e-01
   5.14635384e-03   6.44396000e-01
   6.23964801e-03   6.44295000e-01
   5.19264649e-03   6.44310000e-01
   5.65400291e-03   6.44351000e-01
   3.69798330e-03   6.44362000e-01
   4.73955039e-03   6.44401000e-01
   5.06685385e-03   6.44292000e-01
   7.22082627e-03   6.44241000e-01
   4.22871531e-03   6.44188000e-01
   3.91331577e-03   6.44322000e-01
   6.58983889e-03   6.44458000e-01
   4.81585801e-03   6.44342000e-01
   5.43182505e-03   6.44418000e-01
   5.40340083e-03   6.44355000e-01
   4.74237452e-03   6.44265000e-01
   5.85795454e-03   6.44336000e-01
   5.97264601e-03   6.44268000e-01
   4.69679100e-03   6.44298000e-01
   4.51390191e-03   6.44376000e-01
   3.67981542e-03   6.44420000e-01
   4.88345953e-03   6.44347000e-01
   3.64881108e-03   6.44432000e-01
   4.53786293e-03   6.44335000e-01
   3.98955800e-03   6.44267000e-01
   4.50382377e-03   6.44308000e-01
   5.01783852e-03   6.44367000e-01
   4.42967531e-03   6.44354000e-01
   3.02197935e-03   6.44354000e-01
   4.51443432e-03   6.44242000e-01
   5.00396897e-03   6.44357000e-01
   4.55424183e-03   6.44344000e-01
   3.65890186e-03   6.44294000e-01
   3.33201844e-03   6.44345000e-01
   6.07670106e-03   6.44097000e-01
   4.78904632e-03   6.44319000e-01
   5.29517016e-03   6.44259000e-01
   4.22207847e-03   6.44250000e-01
   3.92148023e-03   6.44179000e-01
   4.84836678e-03   6.44314000e-01
   3.77381135e-03   6.44410000e-01
   4.81978888e-03   6.44349000e-01
   5.62936943e-03   6.44226000e-01
   5.64741968e-03   6.44451000e-01
   5.03755389e-03   6.44360000e-01
   4.97614612e-03   6.44304000e-01
   3.59376663e-03   6.44328000e-01
   4.36549156e-03   6.44347000e-01
   5.20245658e-03   6.44384000e-01
   4.71715128e-03   6.44274000e-01
   3.00293413e-03   6.44359000e-01
   3.78202157e-03   6.44385000e-01
   4.24152404e-03   6.44322000e-01
   4.82105496e-03   6.44249000e-01
   4.85791537e-03   6.44417000e-01
   4.57351299e-03   6.44397000e-01
   4.61240199e-03   6.44229000e-01
   4.76136112e-03   6.44384000e-01
   5.19086259e-03   6.44403000e-01
   5.20193165e-03   6.44298000e-01
   3.56152475e-03   6.44238000e-01
   4.24433059e-03   6.44416000e-01
   5.46812866e-03   6.44310000e-01
   5.08792167e-03   6.44284000e-01
   6.00142010e-03   6.44338000e-01
   6.36797612e-03   6.44397000e-01
   4.72451498e-03   6.44234000e-01
   5.73849393e-03   6.44371000e-01
   4.18888673e-03   6.44186000e-01
   7.09053834e-03   6.44318000e-01
   4.64718265e-03   6.44269000e-01
   4.97917180e-03   6.44296000e-01
   4.22166509e-03   6.44410000e-01
   3.36220946e-03   6.44386000e-01
   5.87052745e-03   6.44249000e-01
   6.23487361e-03   6.44421000e-01
   3.70339134e-03   6.44242000e-01
   3.94944649e-03   6.44373000e-01
   4.04731932e-03   6.44282000e-01
   4.19408251e-03   6.44410000e-01
   4.73895694e-03   6.44375000e-01
   4.99550041e-03   6.44437000e-01
   5.68294393e-03   6.44208000e-01
   4.56468728e-03   6.44482000e-01
   5.84558265e-03   6.44291000e-01
   5.12306009e-03   6.44337000e-01
   5.93752842e-03   6.44453000e-01
   4.96563036e-03   6.44329000e-01
   5.43804325e-03   6.44269000e-01
   2.78701805e-03   6.44322000e-01
   5.57611472e-03   6.44508000e-01
   3.38574503e-03   6.44305000e-01
   4.84773726e-03   6.44321000e-01
   3.10343104e-03   6.44150000e-01
   5.69332579e-03   6.44457000e-01
   6.08017803e-03   6.44165000e-01
   3.15436622e-03   6.44306000e-01
   1.16335055e-03   6.44332000e-01
   5.51094057e-03   6.44374000e-01
   3.74233136e-03   6.44284000e-01
   4.35975338e-03   6.44239000e-01
   4.28637749e-03   6.44232000e-01
   5.99386362e-03   6.44210000e-01
   4.70407016e-03   6.44367000e-01
   4.99406438e-03   6.44265000e-01
   5.10235764e-03   6.44311000e-01
   3.59624460e-03   6.44275000e-01
   3.94245941e-03   6.44166000e-01
   4.35677217e-03   6.44363000e-01
   3.99132568e-03   6.44358000e-01
   4.62732725e-03   6.44453000e-01
   3.75832378e-03   6.44341000e-01
   5.82302589e-03   6.44160000e-01
   4.14947004e-03   6.44346000e-01
   5.49800494e-03   6.44299000e-01
   4.98588218e-03   6.44256000e-01
   3.56227834e-03   6.44251000e-01
   5.05858503e-03   6.44379000e-01
   4.35861424e-03   6.44270000e-01
   4.49861992e-03   6.44244000e-01
   4.54151798e-03   6.44399000e-01
   5.18593830e-03   6.44386000e-01
   4.61201009e-03   6.44257000e-01
   6.36544080e-03   6.44352000e-01
   4.83235246e-03   6.44398000e-01
   4.21557117e-03   6.44285000e-01
   3.93843024e-03   6.44272000e-01
   2.86429206e-03   6.44426000e-01
   3.73283897e-03   6.44283000e-01
   4.80544423e-03   6.44161000e-01
   5.93681537e-03   6.44365000e-01
   7.34681834e-03   6.44333000e-01
   5.47841362e-03   6.44489000e-01
   4.46497274e-03   6.44348000e-01
   4.23148124e-03   6.44300000e-01
   6.30046116e-03   6.44273000e-01
   3.37071538e-03   6.44304000e-01
   4.83226627e-03   6.44259000e-01
   4.87543579e-03   6.44277000e-01
   5.06464020e-03   6.44261000e-01
   5.64411167e-03   6.44260000e-01
   4.07665066e-03   6.44314000e-01
   3.56961563e-03   6.44265000e-01
   5.45308361e-03   6.44441000e-01
   4.21027621e-03   6.44301000e-01
   6.16104619e-03   6.44302000e-01
   6.04413392e-03   6.44304000e-01
   3.47126815e-03   6.44391000e-01
   4.22488673e-03   6.44290000e-01
   5.26238023e-03   6.44346000e-01
   4.08600795e-03   6.44391000e-01
   4.23884801e-03   6.44398000e-01
   4.43406109e-03   6.44274000e-01
   4.56646957e-03   6.44437000e-01
   5.20339574e-03   6.44229000e-01
   4.99335375e-03   6.44418000e-01
   5.94615888e-03   6.44333000e-01
   3.92540177e-03   6.44177000e-01
   4.69767615e-03   6.44247000e-01
   6.27249866e-03   6.44424000e-01
   3.59368942e-03   6.44477000e-01
   3.20319247e-03   6.44324000e-01
   5.45181323e-03   6.44328000e-01
   5.45037740e-03   6.44193000e-01
   2.35783519e-03   6.44236000e-01
   4.11515267e-03   6.44390000e-01
   5.50442149e-03   6.44364000e-01
   3.03008250e-03   6.44444000e-01
   4.00608109e-03   6.44276000e-01
   3.79155453e-03   6.44405000e-01
   5.12720008e-03   6.44319000e-01
   4.63466392e-03   6.44339000e-01
   3.20292077e-03   6.44234000e-01
   3.40231379e-03   6.44425000e-01
   6.05101181e-03   6.44447000e-01
   3.97622735e-03   6.44285000e-01
   2.20318792e-03   6.44288000e-01
   1.70399438e-03   6.44389000e-01
   1.78905932e-03   6.44250000e-01
   4.82594440e-03   6.44464000e-01
   4.72553589e-03   6.44459000e-01
   4.22665359e-03   6.44344000e-01
   2.73839545e-03   6.44353000e-01
   4.83497031e-03   6.44366000e-01
   4.57169838e-03   6.44445000e-01
   4.60646368e-03   6.44195000e-01
   4.99436895e-03   6.44415000e-01
   5.34429334e-03   6.44299000e-01
   5.89001006e-03   6.44382000e-01
   5.39586652e-03   6.44434000e-01
   4.22302298e-03   6.44183000e-01
   5.73519577e-03   6.44274000e-01
   6.58482300e-03   6.44390000e-01
   3.39385161e-03   6.44345000e-01
   4.43349237e-03   6.44479000e-01
   5.36808514e-03   6.44332000e-01
   5.45756949e-03   6.44406000e-01
   5.05136526e-03   6.44286000e-01
   6.10414310e-03   6.44272000e-01
   3.62334402e-03   6.44359000e-01
   3.48760305e-03   6.44422000e-01
   6.85819250e-03   6.44340000e-01
   5.98406813e-03   6.44269000e-01
   5.33100842e-03   6.44330000e-01
   6.02610345e-03   6.44394000e-01
   4.53408763e-03   6.44392000e-01
   3.53827321e-03   6.44300000e-01
   4.88725075e-03   6.44311000e-01
   4.48470617e-03   6.44344000e-01
   3.52976851e-03   6.44379000e-01
   3.91566437e-03   6.44551000e-01
   4.75092063e-03   6.44289000e-01
   6.47884940e-03   6.44381000e-01
   6.25571827e-03   6.44287000e-01
   4.20667932e-03   6.44419000e-01
   3.18117049e-03   6.44276000e-01
   5.37940017e-03   6.44345000e-01
   5.77240943e-03   6.44229000e-01
   4.99272409e-03   6.44371000e-01
   4.60080444e-03   6.44201000e-01
   4.57718044e-03   6.44307000e-01
   4.41319492e-03   6.44342000e-01
   4.56134369e-03   6.44370000e-01
   4.63730932e-03   6.44425000e-01
   4.55870817e-03   6.44313000e-01
   4.65139133e-03   6.44396000e-01
   5.39739434e-03   6.44318000e-01
   4.01379074e-03   6.44359000e-01
   3.81219964e-03   6.44338000e-01
   2.99415216e-03   6.44267000e-01
   3.53890560e-03   6.44373000e-01
   3.91328001e-03   6.44224000e-01
   4.66666426e-03   6.44240000e-01
   4.05457813e-03   6.44345000e-01
   3.44044700e-03   6.44417000e-01
   6.25352290e-03   6.44316000e-01
   4.28201902e-03   6.44366000e-01
   5.28129360e-03   6.44291000e-01
   4.75360176e-03   6.44368000e-01
   6.38677628e-03   6.44349000e-01
   5.56688693e-03   6.44310000e-01
   3.59731637e-03   6.44333000e-01
   3.08706224e-03   6.44272000e-01
   3.88750943e-03   6.44449000e-01
   4.80493833e-03   6.44423000e-01
   6.17390203e-03   6.44307000e-01
   4.56126548e-03   6.44129000e-01
   6.53158115e-03   6.44368000e-01
   5.77056203e-03   6.44344000e-01
   5.13943490e-03   6.44351000e-01
   3.95601452e-03   6.44245000e-01
   4.06201440e-03   6.44234000e-01
   3.32449702e-03   6.44195000e-01
   4.94606835e-03   6.44269000e-01
   4.38782541e-03   6.44275000e-01
   5.34422354e-03   6.44278000e-01
   5.37359629e-03   6.44375000e-01
   4.86401513e-03   6.44374000e-01
   6.84067124e-03   6.44480000e-01
   4.01386480e-03   6.44184000e-01
   5.06957100e-03   6.44275000e-01
   4.88593365e-03   6.44403000e-01
   5.57804116e-03   6.44391000e-01
   4.24792821e-03   6.44337000e-01
   3.79489330e-03   6.44394000e-01
   4.99195099e-03   6.44342000e-01
   3.72274030e-03   6.44308000e-01
   4.22765189e-03   6.44375000e-01
   2.22852404e-03   6.44309000e-01
   4.54201303e-03   6.44435000e-01
   4.91879039e-03   6.44370000e-01
   3.90853018e-03   6.44232000e-01
   4.88962119e-03   6.44253000e-01
   5.19130723e-03   6.44287000e-01
   5.89207788e-03   6.44316000e-01
